External code,Slice,Phase,VendorInit,VendorTarget,InitProbs,NewProbs
A8C9U8,2,28,B,equal,"['0.000', '1.000', '0.000']","['0.287', '0.354', '0.359']"
A8C9U8,3,28,B,A,"['0.000', '1.000', '0.000']","['0.951', '0.030', '0.019']"
A8C9U8,3,28,B,C,"['0.000', '1.000', '0.000']","['0.000', '0.009', '0.991']"
A8C9U8,3,28,B,equal,"['0.000', '1.000', '0.000']","['0.284', '0.367', '0.349']"
A8C9U8,4,28,B,A,"['0.000', '1.000', '0.000']","['0.951', '0.037', '0.012']"
A8C9U8,4,28,B,C,"['0.000', '1.000', '0.000']","['0.000', '0.046', '0.954']"
A8C9U8,4,28,B,equal,"['0.000', '1.000', '0.000']","['0.313', '0.348', '0.340']"
A8C9U8,5,28,B,A,"['0.000', '1.000', '0.000']","['0.952', '0.043', '0.006']"
A8C9U8,5,28,B,C,"['0.000', '1.000', '0.000']","['0.000', '0.048', '0.952']"
A8C9U8,5,28,B,equal,"['0.000', '1.000', '0.000']","['0.289', '0.370', '0.341']"
A8C9U8,6,28,B,A,"['0.000', '1.000', '0.000']","['0.954', '0.045', '0.001']"
A8C9U8,6,28,B,C,"['0.000', '1.000', '0.000']","['0.004', '0.041', '0.955']"
A8C9U8,6,28,B,equal,"['0.000', '1.000', '0.000']","['0.289', '0.364', '0.347']"
A8C9U8,7,28,B,A,"['0.000', '1.000', '0.000']","['0.998', '0.000', '0.001']"
A8C9U8,7,28,B,C,"['0.000', '1.000', '0.000']","['0.006', '0.034', '0.960']"
A8C9U8,7,28,B,equal,"['0.000', '1.000', '0.000']","['0.287', '0.346', '0.367']"
A8C9U8,8,28,B,A,"['0.000', '1.000', '0.000']","['0.951', '0.021', '0.028']"
A8C9U8,8,28,B,C,"['0.000', '1.000', '0.000']","['0.001', '0.047', '0.952']"
A8C9U8,8,28,B,equal,"['0.000', '1.000', '0.000']","['0.377', '0.338', '0.285']"
A8C9U8,9,28,B,A,"['0.000', '1.000', '0.000']","['0.961', '0.038', '0.001']"
A8C9U8,9,28,B,C,"['0.000', '1.000', '0.000']","['0.001', '0.047', '0.953']"
A8C9U8,9,28,B,equal,"['0.000', '1.000', '0.000']","['0.381', '0.324', '0.295']"
A8C9U8,0,9,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.038', '0.012']"
A8C9U8,0,9,B,C,"['0.000', '1.000', '0.000']","['0.000', '0.044', '0.956']"
A8C9U8,0,9,B,equal,"['0.000', '1.000', '0.000']","['0.285', '0.371', '0.344']"
A8C9U8,1,9,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.036', '0.013']"
A8C9U8,1,9,B,C,"['0.000', '1.000', '0.000']","['0.000', '0.027', '0.973']"
A8C9U8,1,9,B,equal,"['0.000', '1.000', '0.000']","['0.284', '0.372', '0.345']"
A8C9U8,2,9,B,A,"['0.000', '1.000', '0.000']","['0.951', '0.026', '0.023']"
A8C9U8,2,9,B,C,"['0.000', '1.000', '0.000']","['0.000', '0.048', '0.952']"
A8C9U8,2,9,B,equal,"['0.000', '1.000', '0.000']","['0.284', '0.358', '0.358']"
A8C9U8,3,9,B,A,"['0.000', '1.000', '0.000']","['0.951', '0.027', '0.022']"
A8C9U8,3,9,B,C,"['0.000', '1.000', '0.000']","['0.002', '0.029', '0.969']"
A8C9U8,3,9,B,equal,"['0.000', '1.000', '0.000']","['0.286', '0.357', '0.358']"
A8C9U8,4,9,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.042', '0.007']"
A8C9U8,4,9,B,C,"['0.000', '1.000', '0.000']","['0.000', '0.048', '0.952']"
A8C9U8,4,9,B,equal,"['0.000', '1.000', '0.000']","['0.283', '0.366', '0.351']"
A8C9U8,5,9,B,A,"['0.000', '1.000', '0.000']","['0.952', '0.046', '0.002']"
A8C9U8,5,9,B,C,"['0.000', '1.000', '0.000']","['0.003', '0.047', '0.951']"
A8C9U8,5,9,B,equal,"['0.000', '1.000', '0.000']","['0.291', '0.353', '0.356']"
A8C9U8,6,9,B,A,"['0.000', '1.000', '0.000']","['0.952', '0.041', '0.007']"
A8C9U8,6,9,B,C,"['0.000', '1.000', '0.000']","['0.003', '0.044', '0.952']"
A8C9U8,6,9,B,equal,"['0.000', '1.000', '0.000']","['0.288', '0.330', '0.382']"
A8C9U8,7,9,B,A,"['0.000', '1.000', '0.000']","['0.952', '0.038', '0.010']"
A8C9U8,7,9,B,C,"['0.000', '1.000', '0.000']","['0.017', '0.030', '0.952']"
A8C9U8,7,9,B,equal,"['0.000', '1.000', '0.000']","['0.333', '0.285', '0.382']"
A8C9U8,8,9,B,A,"['0.000', '1.000', '0.000']","['0.951', '0.023', '0.026']"
A8C9U8,8,9,B,C,"['0.000', '1.000', '0.000']","['0.002', '0.047', '0.951']"
A8C9U8,8,9,B,equal,"['0.000', '1.000', '0.000']","['0.382', '0.335', '0.283']"
A8C9U8,9,9,B,A,"['0.000', '1.000', '0.000']","['0.951', '0.030', '0.018']"
A8C9U8,9,9,B,C,"['0.000', '1.000', '0.000']","['0.001', '0.044', '0.955']"
A8C9U8,9,9,B,equal,"['0.000', '1.000', '0.000']","['0.338', '0.362', '0.300']"
A8E1F4,0,24,B,A,"['0.000', '1.000', '0.000']","['0.951', '0.041', '0.009']"
A8E1F4,0,24,B,C,"['0.000', '1.000', '0.000']","['0.045', '0.005', '0.950']"
A8E1F4,0,24,B,equal,"['0.000', '1.000', '0.000']","['0.353', '0.286', '0.360']"
A8E1F4,1,24,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.030', '0.020']"
A8E1F4,1,24,B,C,"['0.000', '1.000', '0.000']","['0.004', '0.044', '0.952']"
A8E1F4,1,24,B,equal,"['0.000', '1.000', '0.000']","['0.368', '0.304', '0.328']"
A8E1F4,2,24,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.049', '0.000']"
A8E1F4,2,24,B,C,"['0.000', '1.000', '0.000']","['0.009', '0.037', '0.954']"
A8E1F4,2,24,B,equal,"['0.000', '1.000', '0.000']","['0.285', '0.383', '0.332']"
A8E1F4,3,24,B,A,"['0.000', '1.000', '0.000']","['0.952', '0.043', '0.005']"
A8E1F4,3,24,B,C,"['0.000', '1.000', '0.000']","['0.008', '0.006', '0.986']"
A8E1F4,3,24,B,equal,"['0.000', '1.000', '0.000']","['0.283', '0.372', '0.345']"
A8E1F4,4,24,B,A,"['0.000', '1.000', '0.000']","['0.958', '0.017', '0.025']"
A8E1F4,4,24,B,C,"['0.000', '1.000', '0.000']","['0.001', '0.048', '0.950']"
A8E1F4,4,24,B,equal,"['0.000', '1.000', '0.000']","['0.301', '0.381', '0.318']"
A8E1F4,5,24,B,A,"['0.000', '1.000', '0.000']","['0.952', '0.023', '0.025']"
A8E1F4,5,24,B,C,"['0.000', '1.000', '0.000']","['0.036', '0.014', '0.951']"
A8E1F4,5,24,B,equal,"['0.000', '1.000', '0.000']","['0.299', '0.379', '0.322']"
A8E1F4,6,24,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.050', '0.000']"
A8E1F4,6,24,B,C,"['0.000', '1.000', '0.000']","['0.010', '0.001', '0.989']"
A8E1F4,6,24,B,equal,"['0.000', '1.000', '0.000']","['0.286', '0.382', '0.332']"
A8E1F4,7,24,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.050', '0.000']"
A8E1F4,7,24,B,C,"['0.000', '1.000', '0.000']","['0.008', '0.041', '0.951']"
A8E1F4,7,24,B,equal,"['0.000', '1.000', '0.000']","['0.316', '0.376', '0.309']"
A8E1F4,8,24,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.049', '0.000']"
A8E1F4,8,24,B,C,"['0.000', '1.000', '0.000']","['0.008', '0.042', '0.950']"
A8E1F4,8,24,B,equal,"['0.000', '1.000', '0.000']","['0.283', '0.369', '0.347']"
A8E1F4,9,24,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.050', '0.000']"
A8E1F4,9,24,B,C,"['0.000', '1.000', '0.000']","['0.002', '0.048', '0.950']"
A8E1F4,9,24,B,equal,"['0.000', '1.000', '0.000']","['0.327', '0.378', '0.295']"
A8E1F4,10,24,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.012', '0.038']"
A8E1F4,10,24,B,C,"['0.000', '1.000', '0.000']","['0.006', '0.044', '0.950']"
A8E1F4,10,24,B,equal,"['0.000', '1.000', '0.000']","['0.320', '0.298', '0.381']"
A8E1F4,11,24,B,A,"['0.000', '1.000', '0.000']","['0.951', '0.016', '0.033']"
A8E1F4,11,24,B,C,"['0.000', '1.000', '0.000']","['0.005', '0.045', '0.950']"
A8E1F4,11,24,B,equal,"['0.000', '1.000', '0.000']","['0.435', '0.280', '0.285']"
A8E1F4,12,24,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.029', '0.021']"
A8E1F4,12,24,B,C,"['0.000', '1.000', '0.000']","['0.007', '0.042', '0.951']"
A8E1F4,12,24,B,equal,"['0.000', '1.000', '0.000']","['0.359', '0.283', '0.357']"
A8E1F4,0,9,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.036', '0.014']"
A8E1F4,0,9,B,C,"['0.000', '1.000', '0.000']","['0.020', '0.028', '0.951']"
A8E1F4,0,9,B,equal,"['0.000', '1.000', '0.000']","['0.379', '0.283', '0.338']"
A8E1F4,1,9,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.040', '0.010']"
A8E1F4,1,9,B,C,"['0.000', '1.000', '0.000']","['0.020', '0.029', '0.950']"
A8E1F4,1,9,B,equal,"['0.000', '1.000', '0.000']","['0.331', '0.310', '0.358']"
A8E1F4,2,9,B,A,"['0.000', '1.000', '0.000']","['0.933', '0.025', '0.042']"
A8E1F4,2,9,B,C,"['0.000', '1.000', '0.000']","['0.002', '0.048', '0.950']"
A8E1F4,2,9,B,equal,"['0.000', '1.000', '0.000']","['0.330', '0.353', '0.317']"
A8E1F4,3,9,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.049', '0.001']"
A8E1F4,3,9,B,C,"['0.000', '1.000', '0.000']","['0.004', '0.012', '0.984']"
A8E1F4,3,9,B,equal,"['0.000', '1.000', '0.000']","['0.284', '0.375', '0.341']"
A8E1F4,4,9,B,A,"['0.000', '1.000', '0.000']","['0.951', '0.049', '0.000']"
A8E1F4,4,9,B,C,"['0.000', '1.000', '0.000']","['0.005', '0.044', '0.950']"
A8E1F4,4,9,B,equal,"['0.000', '1.000', '0.000']","['0.285', '0.377', '0.339']"
A8E1F4,5,9,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.049', '0.001']"
A8E1F4,5,9,B,C,"['0.000', '1.000', '0.000']","['0.012', '0.037', '0.950']"
A8E1F4,5,9,B,equal,"['0.000', '1.000', '0.000']","['0.285', '0.367', '0.348']"
A8E1F4,6,9,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.049', '0.001']"
A8E1F4,6,9,B,C,"['0.000', '1.000', '0.000']","['0.006', '0.044', '0.950']"
A8E1F4,6,9,B,equal,"['0.000', '1.000', '0.000']","['0.285', '0.381', '0.334']"
A8E1F4,7,9,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.049', '0.000']"
A8E1F4,7,9,B,C,"['0.000', '1.000', '0.000']","['0.018', '0.031', '0.951']"
A8E1F4,7,9,B,equal,"['0.000', '1.000', '0.000']","['0.340', '0.374', '0.286']"
A8E1F4,8,9,B,A,"['0.000', '1.000', '0.000']","['0.952', '0.016', '0.032']"
A8E1F4,8,9,B,C,"['0.000', '1.000', '0.000']","['0.048', '0.001', '0.951']"
A8E1F4,8,9,B,equal,"['0.000', '1.000', '0.000']","['0.201', '0.798', '0.000']"
A8E1F4,9,9,B,A,"['0.000', '1.000', '0.000']","['0.951', '0.022', '0.027']"
A8E1F4,9,9,B,C,"['0.000', '1.000', '0.000']","['0.023', '0.002', '0.975']"
A8E1F4,9,9,B,equal,"['0.000', '1.000', '0.000']","['0.029', '0.970', '0.000']"
A8E1F4,10,9,B,A,"['0.000', '1.000', '0.000']","['0.951', '0.024', '0.025']"
A8E1F4,10,9,B,C,"['0.000', '1.000', '0.000']","['0.004', '0.046', '0.950']"
A8E1F4,10,9,B,equal,"['0.000', '1.000', '0.000']","['0.491', '0.255', '0.254']"
A8E1F4,11,9,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.044', '0.006']"
A8E1F4,11,9,B,C,"['0.000', '1.000', '0.000']","['0.012', '0.038', '0.950']"
A8E1F4,11,9,B,equal,"['0.000', '1.000', '0.000']","['0.492', '0.113', '0.395']"
A8E1F4,12,9,B,A,"['0.000', '1.000', '0.000']","['0.951', '0.045', '0.004']"
A8E1F4,12,9,B,C,"['0.000', '1.000', '0.000']","['0.008', '0.041', '0.950']"
A8E1F4,12,9,B,equal,"['0.000', '1.000', '0.000']","['0.057', '0.596', '0.348']"
A9C5P4,0,29,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.047', '0.003']"
A9C5P4,0,29,B,C,"['0.000', '1.000', '0.000']","['0.003', '0.026', '0.971']"
A9C5P4,0,29,B,equal,"['0.000', '1.000', '0.000']","['0.286', '0.378', '0.336']"
A9C5P4,1,29,B,A,"['0.000', '1.000', '0.000']","['0.990', '0.010', '0.000']"
A9C5P4,1,29,B,C,"['0.000', '1.000', '0.000']","['0.001', '0.012', '0.986']"
A9C5P4,1,29,B,equal,"['0.000', '1.000', '0.000']","['0.327', '0.374', '0.299']"
A9C5P4,2,29,B,A,"['0.000', '1.000', '0.000']","['0.997', '0.003', '0.000']"
A9C5P4,2,29,B,C,"['0.000', '1.000', '0.000']","['0.028', '0.008', '0.964']"
A9C5P4,2,29,B,equal,"['0.000', '1.000', '0.000']","['0.294', '0.377', '0.329']"
A9C5P4,3,29,B,A,"['0.000', '1.000', '0.000']","['0.992', '0.008', '0.001']"
A9C5P4,3,29,B,C,"['0.000', '1.000', '0.000']","['0.000', '0.044', '0.956']"
A9C5P4,3,29,B,equal,"['0.000', '1.000', '0.000']","['0.371', '0.310', '0.319']"
A9C5P4,4,29,B,A,"['0.000', '1.000', '0.000']","['0.966', '0.034', '0.000']"
A9C5P4,4,29,B,C,"['0.000', '1.000', '0.000']","['0.001', '0.047', '0.953']"
A9C5P4,4,29,B,equal,"['0.000', '1.000', '0.000']","['0.292', '0.348', '0.360']"
A9C5P4,5,29,B,A,"['0.000', '1.000', '0.000']","['0.959', '0.024', '0.017']"
A9C5P4,5,29,B,C,"['0.000', '1.000', '0.000']","['0.013', '0.021', '0.966']"
A9C5P4,5,29,B,equal,"['0.000', '1.000', '0.000']","['0.335', '0.335', '0.331']"
A9C5P4,6,29,B,A,"['0.000', '1.000', '0.000']","['0.960', '0.038', '0.002']"
A9C5P4,6,29,B,C,"['0.000', '1.000', '0.000']","['0.000', '0.014', '0.986']"
A9C5P4,6,29,B,equal,"['0.000', '1.000', '0.000']","['0.382', '0.304', '0.314']"
A9C5P4,7,29,B,A,"['0.000', '1.000', '0.000']","['0.969', '0.030', '0.001']"
A9C5P4,7,29,B,C,"['0.000', '1.000', '0.000']","['0.000', '0.038', '0.962']"
A9C5P4,7,29,B,equal,"['0.000', '1.000', '0.000']","['0.303', '0.374', '0.323']"
A9C5P4,8,29,B,A,"['0.000', '1.000', '0.000']","['0.965', '0.031', '0.004']"
A9C5P4,8,29,B,C,"['0.000', '1.000', '0.000']","['0.001', '0.046', '0.952']"
A9C5P4,8,29,B,equal,"['0.000', '1.000', '0.000']","['0.372', '0.309', '0.319']"
A9C5P4,9,29,B,A,"['0.000', '1.000', '0.000']","['0.961', '0.038', '0.001']"
A9C5P4,9,29,B,C,"['0.000', '1.000', '0.000']","['0.026', '0.020', '0.953']"
A9C5P4,9,29,B,equal,"['0.000', '1.000', '0.000']","['0.338', '0.327', '0.335']"
A9C5P4,0,8,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.039', '0.011']"
A9C5P4,0,8,B,C,"['0.000', '1.000', '0.000']","['0.001', '0.004', '0.995']"
A9C5P4,0,8,B,equal,"['0.000', '1.000', '0.000']","['0.382', '0.325', '0.292']"
A9C5P4,1,8,B,A,"['0.000', '1.000', '0.000']","['0.992', '0.007', '0.001']"
A9C5P4,1,8,B,C,"['0.000', '1.000', '0.000']","['0.010', '0.021', '0.969']"
A9C5P4,1,8,B,equal,"['0.000', '1.000', '0.000']","['0.333', '0.378', '0.289']"
A9C5P4,2,8,B,A,"['0.000', '1.000', '0.000']","['0.970', '0.030', '0.000']"
A9C5P4,2,8,B,C,"['0.000', '1.000', '0.000']","['0.001', '0.031', '0.968']"
A9C5P4,2,8,B,equal,"['0.000', '1.000', '0.000']","['0.286', '0.332', '0.383']"
A9C5P4,3,8,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.049', '0.001']"
A9C5P4,3,8,B,C,"['0.000', '1.000', '0.000']","['0.000', '0.049', '0.951']"
A9C5P4,3,8,B,equal,"['0.000', '1.000', '0.000']","['0.372', '0.344', '0.284']"
A9C5P4,4,8,B,A,"['0.000', '1.000', '0.000']","['0.978', '0.022', '0.000']"
A9C5P4,4,8,B,C,"['0.000', '1.000', '0.000']","['0.005', '0.044', '0.950']"
A9C5P4,4,8,B,equal,"['0.000', '1.000', '0.000']","['0.284', '0.348', '0.368']"
A9C5P4,5,8,B,A,"['0.000', '1.000', '0.000']","['0.953', '0.046', '0.001']"
A9C5P4,5,8,B,C,"['0.000', '1.000', '0.000']","['0.000', '0.042', '0.958']"
A9C5P4,5,8,B,equal,"['0.000', '1.000', '0.000']","['0.342', '0.292', '0.365']"
A9C5P4,6,8,B,A,"['0.000', '1.000', '0.000']","['0.999', '0.000', '0.000']"
A9C5P4,6,8,B,C,"['0.000', '1.000', '0.000']","['0.004', '0.001', '0.994']"
A9C5P4,6,8,B,equal,"['0.000', '1.000', '0.000']","['0.291', '0.359', '0.350']"
A9C5P4,7,8,B,A,"['0.000', '1.000', '0.000']","['0.995', '0.005', '0.000']"
A9C5P4,7,8,B,C,"['0.000', '1.000', '0.000']","['0.017', '0.033', '0.950']"
A9C5P4,7,8,B,equal,"['0.000', '1.000', '0.000']","['0.338', '0.290', '0.373']"
A9C5P4,8,8,B,A,"['0.000', '1.000', '0.000']","['0.954', '0.044', '0.002']"
A9C5P4,8,8,B,C,"['0.000', '1.000', '0.000']","['0.008', '0.039', '0.952']"
A9C5P4,8,8,B,equal,"['0.000', '1.000', '0.000']","['0.293', '0.338', '0.369']"
A9C5P4,9,8,B,A,"['0.000', '1.000', '0.000']","['0.955', '0.041', '0.004']"
A9C5P4,9,8,B,C,"['0.000', '1.000', '0.000']","['0.003', '0.044', '0.952']"
A9C5P4,9,8,B,equal,"['0.000', '1.000', '0.000']","['0.376', '0.316', '0.308']"
A9E3G9,0,23,B,A,"['0.000', '1.000', '0.000']","['0.951', '0.039', '0.010']"
A9E3G9,0,23,B,C,"['0.000', '1.000', '0.000']","['0.018', '0.030', '0.951']"
A9E3G9,0,23,B,equal,"['0.000', '1.000', '0.000']","['0.284', '0.371', '0.344']"
A9E3G9,1,23,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.032', '0.018']"
A9E3G9,1,23,B,C,"['0.000', '1.000', '0.000']","['0.036', '0.013', '0.951']"
A9E3G9,1,23,B,equal,"['0.000', '1.000', '0.000']","['0.323', '0.379', '0.299']"
A9E3G9,2,23,B,A,"['0.000', '1.000', '0.000']","['0.951', '0.049', '0.000']"
A9E3G9,2,23,B,C,"['0.000', '1.000', '0.000']","['0.006', '0.043', '0.951']"
A9E3G9,2,23,B,equal,"['0.000', '1.000', '0.000']","['0.283', '0.371', '0.345']"
A9E3G9,3,23,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.015', '0.035']"
A9E3G9,3,23,B,C,"['0.000', '1.000', '0.000']","['0.006', '0.044', '0.951']"
A9E3G9,3,23,B,equal,"['0.000', '1.000', '0.000']","['0.491', '0.349', '0.160']"
A9E3G9,4,23,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.011', '0.039']"
A9E3G9,4,23,B,C,"['0.000', '1.000', '0.000']","['0.006', '0.044', '0.950']"
A9E3G9,4,23,B,equal,"['0.000', '1.000', '0.000']","['0.023', '0.514', '0.463']"
A9E3G9,5,23,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.014', '0.036']"
A9E3G9,5,23,B,C,"['0.000', '1.000', '0.000']","['0.005', '0.043', '0.952']"
A9E3G9,5,23,B,equal,"['0.000', '1.000', '0.000']","['0.284', '0.351', '0.364']"
A9E3G9,6,23,B,A,"['0.000', '1.000', '0.000']","['0.954', '0.046', '0.000']"
A9E3G9,6,23,B,C,"['0.000', '1.000', '0.000']","['0.001', '0.048', '0.951']"
A9E3G9,6,23,B,equal,"['0.000', '1.000', '0.000']","['0.064', '0.427', '0.509']"
A9E3G9,7,23,B,A,"['0.000', '1.000', '0.000']","['0.970', '0.030', '0.000']"
A9E3G9,7,23,B,C,"['0.000', '1.000', '0.000']","['0.039', '0.009', '0.952']"
A9E3G9,7,23,B,equal,"['0.000', '1.000', '0.000']","['0.311', '0.370', '0.318']"
A9E3G9,8,23,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.018', '0.031']"
A9E3G9,8,23,B,C,"['0.000', '1.000', '0.000']","['0.001', '0.046', '0.954']"
A9E3G9,8,23,B,equal,"['0.000', '1.000', '0.000']","['0.253', '0.364', '0.382']"
A9E3G9,9,23,B,A,"['0.000', '1.000', '0.000']","['0.978', '0.022', '0.000']"
A9E3G9,9,23,B,C,"['0.000', '1.000', '0.000']","['0.000', '0.048', '0.952']"
A9E3G9,9,23,B,equal,"['0.000', '1.000', '0.000']","['0.289', '0.345', '0.366']"
A9E3G9,0,8,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.035', '0.015']"
A9E3G9,0,8,B,C,"['0.000', '1.000', '0.000']","['0.011', '0.039', '0.950']"
A9E3G9,0,8,B,equal,"['0.000', '1.000', '0.000']","['0.294', '0.382', '0.324']"
A9E3G9,1,8,B,A,"['0.000', '1.000', '0.000']","['0.963', '0.008', '0.030']"
A9E3G9,1,8,B,C,"['0.000', '1.000', '0.000']","['0.004', '0.045', '0.951']"
A9E3G9,1,8,B,equal,"['0.000', '1.000', '0.000']","['0.307', '0.379', '0.314']"
A9E3G9,2,8,B,A,"['0.000', '1.000', '0.000']","['0.951', '0.049', '0.000']"
A9E3G9,2,8,B,C,"['0.000', '1.000', '0.000']","['0.002', '0.047', '0.951']"
A9E3G9,2,8,B,equal,"['0.000', '1.000', '0.000']","['0.284', '0.360', '0.356']"
A9E3G9,3,8,B,A,"['0.000', '1.000', '0.000']","['0.995', '0.005', '0.000']"
A9E3G9,3,8,B,C,"['0.000', '1.000', '0.000']","['0.002', '0.046', '0.952']"
A9E3G9,3,8,B,equal,"['0.000', '1.000', '0.000']","['0.283', '0.355', '0.362']"
A9E3G9,4,8,B,A,"['0.000', '1.000', '0.000']","['0.942', '0.058', '0.000']"
A9E3G9,4,8,B,C,"['0.000', '1.000', '0.000']","['0.001', '0.049', '0.950']"
A9E3G9,4,8,B,equal,"['0.000', '1.000', '0.000']","['0.287', '0.336', '0.377']"
A9E3G9,5,8,B,A,"['0.000', '1.000', '0.000']","['0.951', '0.011', '0.038']"
A9E3G9,5,8,B,C,"['0.000', '1.000', '0.000']","['0.001', '0.046', '0.953']"
A9E3G9,5,8,B,equal,"['0.000', '1.000', '0.000']","['0.290', '0.328', '0.383']"
A9E3G9,6,8,B,A,"['0.000', '1.000', '0.000']","['0.984', '0.015', '0.000']"
A9E3G9,6,8,B,C,"['0.000', '1.000', '0.000']","['0.002', '0.045', '0.953']"
A9E3G9,6,8,B,equal,"['0.000', '1.000', '0.000']","['0.284', '0.355', '0.361']"
A9E3G9,7,8,B,A,"['0.000', '1.000', '0.000']","['0.997', '0.003', '0.000']"
A9E3G9,7,8,B,C,"['0.000', '1.000', '0.000']","['0.046', '0.002', '0.952']"
A9E3G9,7,8,B,equal,"['0.000', '1.000', '0.000']","['0.141', '0.859', '0.000']"
A9E3G9,8,8,B,A,"['0.000', '1.000', '0.000']","['0.994', '0.006', '0.000']"
A9E3G9,8,8,B,C,"['0.000', '1.000', '0.000']","['0.001', '0.046', '0.953']"
A9E3G9,8,8,B,equal,"['0.000', '1.000', '0.000']","['0.987', '0.013', '0.000']"
A9E3G9,9,8,B,A,"['0.000', '1.000', '0.000']","['0.973', '0.027', '0.000']"
A9E3G9,9,8,B,C,"['0.000', '1.000', '0.000']","['0.001', '0.048', '0.951']"
A9E3G9,9,8,B,equal,"['0.000', '1.000', '0.000']","['0.048', '0.952', '0.000']"
A9J5Q7,0,24,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.027', '0.023']"
A9J5Q7,0,24,B,C,"['0.000', '1.000', '0.000']","['0.043', '0.001', '0.955']"
A9J5Q7,0,24,B,equal,"['0.000', '1.000', '0.000']","['0.291', '0.372', '0.337']"
A9J5Q7,1,24,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.021', '0.029']"
A9J5Q7,1,24,B,C,"['0.000', '1.000', '0.000']","['0.003', '0.016', '0.981']"
A9J5Q7,1,24,B,equal,"['0.000', '1.000', '0.000']","['0.285', '0.366', '0.350']"
A9J5Q7,2,24,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.020', '0.029']"
A9J5Q7,2,24,B,C,"['0.000', '1.000', '0.000']","['0.001', '0.038', '0.961']"
A9J5Q7,2,24,B,equal,"['0.000', '1.000', '0.000']","['0.283', '0.362', '0.354']"
A9J5Q7,3,24,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.028', '0.022']"
A9J5Q7,3,24,B,C,"['0.000', '1.000', '0.000']","['0.002', '0.040', '0.957']"
A9J5Q7,3,24,B,equal,"['0.000', '1.000', '0.000']","['0.284', '0.360', '0.356']"
A9J5Q7,4,24,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.026', '0.024']"
A9J5Q7,4,24,B,C,"['0.000', '1.000', '0.000']","['0.023', '0.027', '0.950']"
A9J5Q7,4,24,B,equal,"['0.000', '1.000', '0.000']","['0.379', '0.286', '0.335']"
A9J5Q7,5,24,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.027', '0.022']"
A9J5Q7,5,24,B,C,"['0.000', '1.000', '0.000']","['0.008', '0.041', '0.951']"
A9J5Q7,5,24,B,equal,"['0.000', '1.000', '0.000']","['0.382', '0.293', '0.326']"
A9J5Q7,6,24,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.032', '0.018']"
A9J5Q7,6,24,B,C,"['0.000', '1.000', '0.000']","['0.039', '0.009', '0.952']"
A9J5Q7,6,24,B,equal,"['0.000', '1.000', '0.000']","['0.376', '0.325', '0.298']"
A9J5Q7,7,24,B,A,"['0.000', '1.000', '0.000']","['0.951', '0.046', '0.003']"
A9J5Q7,7,24,B,C,"['0.000', '1.000', '0.000']","['0.042', '0.008', '0.950']"
A9J5Q7,7,24,B,equal,"['0.000', '1.000', '0.000']","['0.381', '0.324', '0.295']"
A9J5Q7,8,24,B,A,"['0.000', '1.000', '0.000']","['0.951', '0.046', '0.003']"
A9J5Q7,8,24,B,C,"['0.000', '1.000', '0.000']","['0.310', '0.053', '0.637']"
A9J5Q7,8,24,B,equal,"['0.000', '1.000', '0.000']","['0.391', '0.341', '0.268']"
A9J5Q7,9,24,B,A,"['0.000', '1.000', '0.000']","['0.951', '0.047', '0.001']"
A9J5Q7,9,24,B,C,"['0.000', '1.000', '0.000']","['0.049', '0.001', '0.950']"
A9J5Q7,9,24,B,equal,"['0.000', '1.000', '0.000']","['0.373', '0.332', '0.295']"
A9J5Q7,0,7,B,A,"['0.000', '1.000', '0.000']","['0.950', '0.024', '0.026']"
A9J5Q7,0,7,B,C,"['0.000', '1.000', '0.000']","['0.047', '0.002', '0.951']"
